161,31581,31691,runner14
162,33128,33253,runner1
163,33141,33269,runner2
164,33161,33283,runner3
165,33317,33448,runner11
166,33329,33458,runner10
167,34277,34466,runner23
168,34969,35085,runner8
169,34982,35099,runner4
170,34997,35111,runner24
171,35160,35283,runner5
172,35173,35292,runner6
173,35187,35306,runner7
174,35200,35317,runner22
175,35235,35357,runner21
176,35486,35665,runner24
177,36757,36884,runner15
178,36764,36893,runner16
179,36887,37016,runner9
180,36900,37026,runner13
181,36917,37046,runner12
182,36944,37058,runner18
183,36964,37069,runner14
184,37493,37620,runner1
185,37507,37630,runner2
186,37532,37656,runner3
187,38820,38952,runner11
188,38836,38962,runner10
189,38852,38987,runner19
190,39880,40029,runner8
191,39894,40043,runner4
192,39902,40054,runner24
193,40258,40390,runner25
194,40326,40486,runner5
195,40345,40500,runner6
196,40363,40520,runner7
197,40381,40547,runner21
198,40387,40535,runner22
199,41894,42021,runner2
200,41909,42036,runner1
201,41947,42078,runner3
202,42186,42359,runner16
203,42205,42374,runner15
204,42244,42414,runner13
205,42266,42437,runner12
206,42290,42456,runner18
207,42316,42473,runner14
208,42319,42481,runner9
209,42878,43230,rugby1
210,43981,44090,runner8
211,43995,44115,runner4
212,44245,44410,runner11
213,44255,44438,runner10
214,44292,44459,runner19
215,44604,44709,runner5
216,44622,44731,runner6
217,44628,44751,runner7
218,44648,44758,runner21
219,45284,45719,rugby2
220,46108,46255,runner25
221,46210,46339,runner2
222,46225,46352,runner1
223,46573,46699,runner16
224,46707,46826,runner13
225,46725,46846,runner12
226,46750,46866,runner17
227,46757,46887,runner9
228,46760,46880,runner18
229,48816,48947,runner11
230,48828,48960,runner10
231,48868,48994,runner19
232,48959,49360,rugby3
233,49243,49375,runner4
234,49275,49394,runner20
235,49592,49882,rugby4
236,49971,50094,runner5
237,49999,50120,runner7
238,50017,50105,runner6
239,50604,50735,runner2
240,50617,50749,runner1
241,51088,51218,runner3
242,51194,51388,runner23
243,52012,52135,runner16
244,52025,52146,runner15
245,52159,52289,runner13
246,52176,52300,runner12
247,52187,52308,runner17
248,52192,52334,runner9
249,52200,52317,runner18
250,52215,52322,runner14
251,53133,53338,runner25
252,54327,54459,runner11
253,54340,54466,runner10
254,54351,54483,runner19
255,54418,54584,runner8
256,54426,54601,runner4
257,55016,55148,runner2
258,55031,55163,runner1
259,55206,55366,runner5
260,55222,55318,runner6
261,55237,55405,runner7
262,55268,55376,runner6
263,55658,55790,runner3
264,57472,57649,runner16
265,57485,57680,runner15
266,57540,57725,runner13
267,57560,57766,runner12
268,57575,57749,runner12
269,57582,57764,runner9
270,57687,57877,runner23
271,58513,58619,runner8
272,58533,58647,runner4
273,58581,58652,sprinter1
274,59405,59518,runner6
275,59420,59536,runner7
276,59461,59590,runner2
277,59477,59606,runner1
278,59796,59963,runner11
279,59803,59983,runner10
280,60241,60376,runner3
281,61915,62030,runner16
282,61929,62042,runner15
283,62065,62190,runner13
284,62085,62219,runner12
285,63727,63845,runner8
286,63740,63856,runner4
287,63749,63872,runner20
288,63904,64031,runner1
289,63922,64050,runner2
290,64164,64356,runner23
291,64381,64511,runner11
292,64389,64522,runner10
293,64706,64825,runner7
294,64845,64979,runner3
295,65762,65887,sprinter2
296,67395,67521,runner15
297,67409,67533,runner16
298,67561,67690,runner13
299,67579,67706,runner12
300,67589,67713,runner14
301,67598,67721,runner9
302,68242,68371,runner1
303,68265,68387,runner2
304,68697,68851,runner8
305,69155,69307,runner4
306,69470,69611,runner3
307,69652,69762,sprinter3
308,69832,69988,runner6
309,69940,70068,runner11
310,69954,70086,runner10
311,70165,70323,runner5
312,70194,70355,runner7
313,70692,70888,runner23
314,70700,71311,rugby5
