270,54825,54955,runner12
271,54841,54972,runner11
272,54861,54993,runner8
273,55797,55942,runner18
274,55820,55971,runner19
275,56087,56274,runner20
276,56670,56804,runner13
277,56679,56815,runner15
278,56696,56832,runner14
279,57099,57218,runner2
280,57109,57221,runner3
281,57116,57238,runner4
282,57128,57253,runner5
283,57181,57302,runner1
284,58709,58881,runner21
285,58727,58901,runner22
286,59275,59401,runner9
287,59289,59418,runner6
288,59307,59437,runner10
289,59324,59452,runner11
290,59391,59530,runner12
291,59414,59550,runner8
292,59811,59886,sprinter11
293,60735,60867,runner20
294,61060,61203,runner18
295,61115,61271,runner19
296,61297,61422,runner15
297,61310,61435,runner14
298,61327,61455,runner13
299,61420,61518,runner3
300,61442,61545,runner4
301,61454,61539,runner1
302,61468,61570,runner5
303,61998,62400,rugby4
304,62275,62416,runner25
305,62314,62456,runner24
306,62329,62469,runner26
307,62367,62510,runner30
308,63697,63765,sprinter12
309,63807,63933,runner9
310,63826,63948,runner6
311,63848,63962,runner10
312,63855,63974,runner12
313,63862,63986,runner11
314,63901,64022,runner8
315,64674,64756,runner29
316,64747,64918,runner21
317,64766,64935,runner22
318,65821,65922,runner15
319,66037,66116,sprinter13
320,66050,66178,runner13
321,66433,66576,runner18
322,66712,66878,runner19
323,66830,66961,runner23
324,66845,66977,runner25
325,66978,67116,runner24
326,66994,67130,runner26
327,67117,67254,runner30
328,67830,68004,runner4
329,67846,68022,runner5
330,69187,69272,sprinter14
331,70620,70787,runner22
332,70653,70781,runner21
333,71294,71414,runner23
334,71299,71431,runner20
335,71314,71437,runner25
336,71489,71623,runner24
337,71507,71645,runner26
